sentence,cluster,title,cluster_label
"You can support us by subscribing to our digital offerings here: https://bit.ly/3emywiz 

Follow us:",36,"Ahmedabad plane crash: Air India flight AI171 crashes, 242 on board","business, https, moneycontrol, com, news"
"Business Today TV will also bring you all you need to know about mutual funds, insurance, loans and pension plans among others.",36,Live: Air India Ahmedabad?London Flight Crashes Minutes After Takeoff,"business, https, moneycontrol, com, news"
"Moneycontrol is India?s leading financial portal, offering market news, expert analysis, and powerful tools.",36,Plane Crash in Ahmedabad Live:Air India Flight To London Crashes Moments After Take-Off In Ahmedabad,"business, https, moneycontrol, com, news"
"A part of Network18, moneycontrol.com is India?s most trusted destination for financial and business news.",36,Plane Crash in Ahmedabad Live:Air India Flight To London Crashes Moments After Take-Off In Ahmedabad,"business, https, moneycontrol, com, news"
"Subscribe: https://bit.ly/moneycontrolyoutube
Follow us:",36,Plane Crash in Ahmedabad Live:Air India Flight To London Crashes Moments After Take-Off In Ahmedabad,"business, https, moneycontrol, com, news"
"Visit https://www.moneycontrol.com/
Facebook: /moneycontrol
Twitter: /moneycontrolcom
Instagram: /moneycontrolcom",36,Plane Crash in Ahmedabad Live:Air India Flight To London Crashes Moments After Take-Off In Ahmedabad,"business, https, moneycontrol, com, news"
"Captain Summit Samarwal, with 8200 flying hours, and co-pilot Clive Kundar were among those who perished.",35,Air India Salutes its Fallen Comrades | Ahmedabad Airplane Crash News | India Today,"hours, pilot, captain, flight, clive"
"The cabin crew included 27-year-old Roshni Songhare, a travel influencer, and Deepak Pathak, an 11-year Air India veteran.",35,Air India Salutes its Fallen Comrades | Ahmedabad Airplane Crash News | India Today,"hours, pilot, captain, flight, clive"
The plane was being flown by Captain Sumeet Sabharwal and First Officer Clive Kundar.,35,Ahmedabad Plane Crash Live Updates: Rescue Operations Continue In Air India Disaster | India Today,"hours, pilot, captain, flight, clive"
"One was a veteran preparing to hang up his boots, the other a young co-pilot just charting the early course of his aviation career.",35,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"hours, pilot, captain, flight, clive"
"The pilot in command, Captain Sumit Sabharwal, had over 8,200 hours of flying experience.",35,"Ahmedabad plane crash: Air India flight AI171 crashes, 242 on board","hours, pilot, captain, flight, clive"
"The co-pilot had clocked in around 1,100 hours.",35,"Ahmedabad plane crash: Air India flight AI171 crashes, 242 on board","hours, pilot, captain, flight, clive"
"Dr Prateek Joshi, a radiologist at Royal Derby Hospital, his wife and three children were on board the flight, the Derby Hindu Temple in Pear Tree said.",35,Doctor and family among Air India crash victims | BBC News India,"hours, pilot, captain, flight, clive"
From a senior pilot just months away from retirement to a young woman who inspired her entire village ? the six crew members aboard the ill-fated Air India flight had stories that touched hearts.,35,"Air India Crash: The 6 Crew Members India Lost: Stories of Service, Dreams & Sacrifice","hours, pilot, captain, flight, clive"
"Captain Sabarwal, with 8200 hours of experience, was unable to save the flight.",35,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","hours, pilot, captain, flight, clive"
"One was a veteran preparing to hang up his boots, the other a young co-pilot just charting the early course of his aviation career.",35,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"hours, pilot, captain, flight, clive"
"#airindiacrash #ai171 #ahmedabadcrash #itwebvideos #aviationtragedy #airindia #dreamliner

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",34,Air India Salutes its Fallen Comrades | Ahmedabad Airplane Crash News | India Today,"planecrash, new, subscribe, day make, enable"
"#ahmedabadplanecrash #aviationsafety #blackboxrecovery #itwebvideos #airindiablackbox #blackbox #pilotcommunication #aircraftemergency #aviationinvestigation

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",34,Ahmedabad Plane Crash: Experts Decode Pilot's Last Words And Details Of Black Box | India Today,"planecrash, new, subscribe, day make, enable"
"#airindia171 #planecrash #ahmedabad #itwebvideos #lonesurvivor #airdisaster #dnatests #victimidentification

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",34,Lone survivor of Air India 171 Crash Recounts Miraculous Escape | Ahmedabad Plane Crash,"planecrash, new, subscribe, day make, enable"
"#airindia #pilot #planecrash #itwebvideos #indiatoday #flightsafety #aircraftcrash #emergencyresponse #aviationincident #planecrash #london #ahemedabad #airindiacrash #aircraftcrash #airplane #boeing #tragedy #vijayrupani #plane #aviationincident #pilots #crashinvestigation #firstofficer #sumitsabharwal #vikrantmessy #airindiapilots

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",34,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"planecrash, new, subscribe, day make, enable"
"#AirIndiaCrash #Boeing787 #AviationDisaster #PlaneCrash #NTSB #FAA #AviationInvestigation #AhmedabadCrash #ExplosiveCrash #AviationSafety 

Join ANI's YouTube membership to get access to perks:
https://www.youtube.com/channel/UCtFQDgA8J8_iiwc5-KoAQlg/join

Subscribe now and press the bell icon ??",34,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"planecrash, new, subscribe, day make, enable"
"#Ahmedabadplanecrash #ahmedabad   #airindia  #aI171 #planecrash  #aviationnews  #flightAI171 #ahmedabadairport  #breakingnews  #boeing787  #dreamlinercrash 

Thank you for watching our video!",34,"Ahmedabad plane crash: Air India flight AI171 crashes, 242 on board","planecrash, new, subscribe, day make, enable"
"#airindiacrash #planecrash #ahmedabadcrash #itwebvideos #miraclesurvivor #rescueoperation #gujarat
Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications",34,"Miracle Survivor, Ramesh,  Found In Air India Plane Crash, Jumped From Seat 11A | Ahmedabad Crash","planecrash, new, subscribe, day make, enable"
"#airindiaplanecrash #airindia #ahmedabadplanecrash #news18 


News18 Mobile App - https://onelink.to/desc-youtube",34,Pilot Sumit Sabharwal Issued A Mayday Minutes After Takeoff From Ahmedabad Airport | N18V,"planecrash, new, subscribe, day make, enable"
"#airindiacrash #ahmedabadplanecrash #planecrash 
#ahmedabadnews #planecrashnews #airindiaplanecrash 
#planecrashmoment #crashmoment #airindiaplanecrashmoment 
#planecrashvideo #airindiaplanecrashvideo #momentofplanecrash
#survivorsofplanecrash #planecrashsurvivors #airindiaplanecrashvictims 
#airindiasurvivor #causeofairindiacrash #whydidairindiaplanecrash 
#whydidairindiacrash #whatledtoairindiacrash #reasonforcrash 
#doctorfamily #victimsofaircrash #doctorfamilyaircrash #prateekjoshi




Click here to subscribe to our channel ????",34,Doctor and family among Air India crash victims | BBC News India,"planecrash, new, subscribe, day make, enable"
"#FlightCrashReport #AirSafetyIndia #CrashLandingLIVE #RescueOperation #AviationAlert #FlightEmergency #FlightFromIndia #BlackBoxSearch #LiveCrashUpdate #CNBCTV18Digital
#CNBCTV18 

??",34,Ahmedabad Plane Crash: First Visuals From Air India Flight Crash Site; Rescue Ops Underway | N18V,"planecrash, new, subscribe, day make, enable"
"#airindia #ahmedabadairport #aviationemergency #itwebvideos #indiatoday #flightsafety #aircraftcrash #emergencyresponse #aviationincident

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",34,"Ahmedabad Plane Crash: Air India Flight Crashes Near Ahmedabad Airport, 242 Passengers On Board","planecrash, new, subscribe, day make, enable"
"#EmergencyResponse #CrashUpdate #IndianAviation 
-----------------------
Thank You for watching!",34,Live: Air India Ahmedabad?London Flight Crashes Minutes After Takeoff,"planecrash, new, subscribe, day make, enable"
"#airindiacrash #ahmedabadairport #aviationemergency #itwebvideos #indiatoday #flightsafety #aircraftcrash #emergencyresponse #aviationincident #planecrash #london #ahemedabad #airindiacrash #aircraftcrash #airplane #boeing #tragedy #vijayrupani #plane #aviationincident #ndrf #gujrat 

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications",34,How Air India Flight Crashed Just After Take Off | Plane Crash | Ahmedabad | India Today,"planecrash, new, subscribe, day make, enable"
"#airindiacrash #ahmedabadcrash #planecrash #itwebvideos #aviationsafety #boeing787 #emergencyresponse
Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",34,Experts Discuss What May Have Caused The Crash Of Air India Plane In Ahmedabad Minutes After Takeoff,"planecrash, new, subscribe, day make, enable"
"#airindiaflight171 #planecrash #aviationdisaster #itwebvideos #indiatoday #airsafety #familytragedy #indiatoday

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",34,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","planecrash, new, subscribe, day make, enable"
"#airindia #pilot #planecrash #itwebvideos #indiatoday #flightsafety #aircraftcrash #emergencyresponse #aviationincident #planecrash #london #ahemedabad #airindiacrash #aircraftcrash #airplane #boeing #tragedy #vijayrupani #plane #aviationincident #pilots #crashinvestigation #firstofficer #sumitsabharwal #vikrantmessy #airindiapilots

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",34,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"planecrash, new, subscribe, day make, enable"
"#airindia  #planecrash  #ahmedabadcrash #breakingnews  #aviationnews  #indianews  #airIndiaaccident #ahmedabadairport  #ahmedabadplanecrash

Thank you for watching our video!",34,Air India Flight crashes near Ahmedabad airport #ahmedabadplanecrash,"planecrash, new, subscribe, day make, enable"
"#ahmedabadplanecrash #blackbox #blackboxrecovery #itwebvideos #ahmedabadnews #ahmedabadairplanecrash #ahmedabadcrash #gujaratnews #indiatoday #indiatodaynews 

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",33,"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found","ahmedabadplanecrash, ahmedabadairportaccident, airindiacrash, new, ahmedabadrescueoperations"
"#ahmedabadrescueops #ndrfrescue #gujarattragedy #planecrashinahmedabadliveupdates #airindiacrash #ahmedabadplanecrash #ndrfrescue #britishcitizenscrash #planecrashinahmedabadliveupdates #ahmedabadplanecrash #planecrash #gujarattragedy #breakingnews2025 #gujarataplanecrash #airindiacrash #gujarattragedy 

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.",33,Ahmedabad Plane Crash Live Updates: Rescue Operations Continue In Air India Disaster | India Today,"ahmedabadplanecrash, ahmedabadairportaccident, airindiacrash, new, ahmedabadrescueoperations"
